2024-2026 全球大学排名,,,,,,
学校中文名,学校英文名,国家/地区,QS 2026,USNews 2026,THE 2025,ARWU 2024
国立工程大学,Universidad Nacional de Ingeniería,秘鲁,1201-1400,-,-,-
奇特卡拉大学,Chitkara University,印度,1201-1400,-,601,-
贾汉吉尔讷格尔大学,Jahangirnagar University,孟加拉国,1201-1400,1435,801,-
日惹穆罕默德迪亚大学,Universitas Muhammadiyah Yogyakarta,印度尼西亚,1201-1400,-,1501,-
科隆大学,University of Cologne,德国,272,228,157,151
克拉约瓦医药大学,University of Medicine & Pharmacy of Craiova,罗马尼亚,-,1917,1201,-
卡尔巴拉大学,University of Kerbala,伊拉克,1201-1400,-,1501,-
I.拉扎科夫吉尔吉斯国立技术大学,I. Razzakov Kyrgyz State Technical University,吉尔吉斯斯坦,1201-1400,-,-,-
艾哈迈杜贝洛大学,Ahmadu Bello University,尼日利亚,1201-1400,645,1001,-
芹苴大学,Can Tho University,越南,1201-1400,2087,-,-
加尔戈蒂亚斯大学,Galgotias University,印度,1201-1400,-,1001,-
希夫纳达尔大学,Shiv Nadar University,印度,1201-1400,-,1501,-
亚松森国立大学,Universidad Nacional de Asunción,巴拉圭,1201-1400,-,1501,-
南科学大学,Universidad Científica del Sur,秘鲁,1201-1400,-,1501,-
约旦扎伊图纳大学,Al-Zaytoonah University of Jordan,约旦,1201-1400,-,1001,-
安曼阿拉伯大学,Amman Arab University,约旦,1201-1400,-,-,-
埃尔吉耶斯大学,Erciyes Üniversitesi,土耳其,1201-1400,-,-,-
万隆国立技术学院（ITENAS Bandung）,Institut Teknologi Nasional Bandung (ITENAS Bandung),印度尼西亚,1201-1400,-,-,-
巴勒斯坦技术大学（嘉道理）,Palestine Technical University - Kadoorie,巴勒斯坦,1201-1400,-,-,-
普拉特学院,Pratt Institute,美国,1201-1400,-,-,-
塔什干国立交通大学,Tashkent State Transport University,乌兹别克斯坦,1201-1400,-,-,-
乌尔比诺卡罗博大学学位课程,Universita' degli Studi di Urbino Carlo Bo,意大利,1201-1400,-,-,-
特里萨克蒂大学,Universitas Trisakti,印度尼西亚,1201-1400,-,-,-
叶塞诺夫大学,Yessenov University,哈萨克斯坦,1201-1400,-,-,-
胡志明市工业大学,Industrial University of Ho Chi Minh City,越南,1201-1400,-,-,-
吉尔吉斯斯坦国立大学,Kyrgyz National University,吉尔吉斯斯坦,1201-1400,-,-,-
三角洲科技大学,Delta University for Science & Technology,埃及,1201-1400,-,-,-
伊斯兰科技大学,Islamic University of Technology,孟加拉国,1201-1400,-,-,-
ADA大学,ADA University,阿塞拜疆,1201-1400,-,-,-
危地马拉谷大学 (UVG),Universidad del Valle de Guatemala (UVG),危地马拉,1201-1400,-,-,-
阿育王大学,Ashoka University,印度,1201-1400,-,-,-
扎尔卡大学,Zarqa University,约旦,1201-1400,-,-,-
蒂什克国际大学,Tishk International University,伊拉克,1201-1400,-,-,-
佩特拉大学,University of Petra,约旦,1201-1400,-,-,-
德岛大学,Tokushima University,日本,1201-1400,1695,1201,901
托马斯拔佳大学,Tomas Bata University in Zlin,捷克共和国,1201-1400,-,1201,-
布拉索夫特兰西瓦尼亚大学,Transilvania University of Brasov,罗马尼亚,1201-1400,966,1201,-
昆卡大学,Universidad de Cuenca,厄瓜多尔,1401,-,1501,-
查平戈自治大学,Universidad Autónoma de Chapingo,墨西哥,1201-1400,-,1501,-
新里昂大学,Universidad Autonoma de Nuevo Leon,墨西哥,1201-1400,1573,1501,-
伊达尔戈自治大学,Universidad Autónoma del Estado de Hidalgo,墨西哥,1201-1400,-,1501,-
墨西哥自治大学,Universidad Autonoma del Estado de Mexico,墨西哥,1201-1400,-,1501,-
卡塔利卡大学圣安东尼奥·穆尔西亚分校（UCAM）,Universidad Católica San Antonio de Murcia (UCAM),西班牙,1201-1400,-,1201,-
中央大学“阿伯勒玛塔”德拉斯别墅,Universidad Central "Marta Abreu" de Las Villas,古巴,1201-1400,-,-,-
弗龙特拉大学,Universidad de La Frontera,智利,1201-1400,1451,1501,-
利马大学,Universidad de Lima,秘鲁,1201-1400,-,-,-
蒙特雷大学（UDEM）,Universidad de Monterrey (UDEM),墨西哥,1201-1400,-,-,-
瓦尔帕莱索大学,Universidad de Valparaiso,智利,1201-1400,1568,1501,-
拉杰沙希大学,University of Rajshahi,孟加拉国,1201-1400,638,1001,-
桑坦德工业大学-UIS,Universidad Industrial de Santander - UIS,哥伦比亚,1201-1400,1677,1501,-
哥斯达黎加国立大学,Universidad Nacional Costa Rica,哥斯达黎加,1201-1400,-,-,-
国立库约大学,Universidad Nacional de Cuyo,阿根廷,1201-1400,-,-,-
国立圣路易斯大学,Universidad Nacional de San Luis,阿根廷,1201-1400,-,-,-
布宜诺斯艾利斯省中央大学 (UNICEN,Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),阿根廷,1201-1400,-,-,-
国民立大学,Universidad Nacional del Litoral,阿根廷,1201-1400,-,1501,-
秘鲁科学大学,Universidad Peruana de Ciencias Aplicadas,秘鲁,1201-1400,-,1501,-
巴拿马巴拿马技术大学（UTP）,Universidad Tecnológica de Panamá (UTP),巴拿马,1201-1400,-,-,-
全国技术大学（UTN）,Universidad Tecnológica Nacional (UTN),阿根廷,1201-1400,-,-,-
印度尼西亚彭迪迪坎大学,Universitas Pendidikan Indonesia,印度尼西亚,1201-1400,-,1501,-
锡根大学,Universitat Siegen,德国,1201-1400,1279,501,-
卡昂诺曼底大学,Université de Caen Normandie,法国,1201-1400,1022,-,-
普瓦捷大学,Université de Poitiers,法国,1201-1400,1009,1001,901
苏塞大学,Université de Sousse,突尼斯,1201-1400,1441,-,-
图卢兹大学-让·乔瑞斯,Université Toulouse--Jean Jaurès,法国,1201-1400,-,-,-
拉科鲁尼亚大学,Universidade da Coruna,西班牙,1001-1200,1259,1201,-
马六甲国民技术大学,Universiti Teknikal Malaysia Melaka,马来西亚,1201-1400,-,1501,-
巴比伦大学,University of Babylon,伊拉克,1201-1400,-,1501,-
巴士拉大学,University of Basrah,伊拉克,1201-1400,-,1501,-
德比大学,University of Derby,英国,1201-1400,1489,601,-
智利发展大学,University of Desarrollo,智利,1201-1400,1441,1201,-
对外经济贸易大学,University of International Business and Economics,中国,1201-1400,693,501,701
凯泽斯劳滕大学,University of Kaiserslautern,德国,1201-1400,1526,601,-
喀土穆大学,University of Khartoum,苏丹,1201-1400,1521,-,-
库法大学,University of Kufa,伊拉克,1201-1400,-,-,-
里摩日大学,University of Limoges,法国,1201-1400,1514,-,-
米什科尔茨大学,University of Miskolc,匈牙利,1201-1400,-,1501,-
北卡罗来纳大学格林斯伯勒分校,University of North Carolina at Greensboro,美国,1201-1400,1180,-,-
诺维萨德大学,University of Novi Sad,塞尔维亚,1201-1400,1169,1501,901
俄斯特拉发大学,University of Ostrava,捷克共和国,1201-1400,1784,1501,-
潘诺尼亚大学,University of Pannonia,匈牙利,1201-1400,2194,1201,-
帕尔杜比采大学,University of Pardubice,捷克共和国,1201-1400,2197,1501,-
佩拉德尼亚大学,University of Peradeniya,斯里兰卡,1201-1400,1199,1201,-
普里莫斯卡大学,University of Primorska,斯洛文尼亚,1201-1400,2037,1501,-
里耶卡大学,University of Rijeka,克罗地亚,1201-1400,1414,1501,-
圣地亚哥大学,University of San Diego,美国,1201-1400,-,-,-
旧金山大学,University of San Francisco,美国,1201-1400,-,-,-
萨拉热窝大学,University of Sarajevo,波斯尼亚和黑塞哥维那,1201-1400,1624,1501,-
西里西亚大学卡托维兹,University of Silesia in Katowice,波兰,1201-1400,1717,1501,-
南阿拉巴马大学,University of South Alabama,美国,1201-1400,1677,-,-
斯普利特大学,University of Split,克罗地亚,1201-1400,951,1201,-
德克萨斯大学埃尔帕索分校,University of Texas at El Paso,美国,1201-1400,1134,801,801
ULACIT-哥斯达黎加拉丁美洲和加勒比,"ULACIT - Universidad Latinoamericana de Ciencia y Tecnología, Costa Rica",哥斯达黎加,1401,-,-,-
智利自治大学,Universidad Autónoma de Chile,智利,1401,1243,1201,-
瓜纳华托大学,Universidad de Guanajuato,墨西哥,1401,1958,1501,-
拉萨尔大学,Universidad de La Salle,哥伦比亚,1401,-,-,-
大都会大学,Universidad Metropolitana,委内瑞拉,1401,-,-,-
莫利纳国立农业大学,Universidad Nacional Agraria la Molina,秘鲁,1401,-,1501,-
圣马丁国立大学（UNSAM）,Universidad Nacional de San Martín (UNSAM),阿根廷,1401,-,-,-
贝加莫大学,Università degli studi di Bergamo,意大利,1401,1967,1001,-
安达拉大学,Universitas Andalas,印度尼西亚,1401,-,1501,-
密苏里大学圣路易斯分校,University of Missouri-St Louis,美国,1401,1659,-,-
奥拉迪亚大学,University of Oradea,罗马尼亚,1401,1813,1501,-
塔拉帕卡大学,University of Tarapacá,智利,1401,1322,1201,-
拉罗谢尔大学,University of La Rochelle,法国,-,-,1201,-
西波希米亚大学,University of West Bohemia,捷克共和国,1401,1618,1201,-
沃罗涅日州立大学,Voronezh State University,俄国,1401,-,1501,-
山口大学,Yamaguchi University,日本,1401,1860,1501,-
灵山大学,Youngsan University,韩国,1401,-,-,-
夏威夷大学希洛分校,University of Hawaii at Hilo,美国,1401,-,-,-
Madre y Maestra天主教主教大学,Pontificia Universidad Católica Madre y Maestra (PUCMM),多明尼加共和国,1401,-,-,-
皮乌拉大学,Universidad de Piura,秘鲁,1401,-,-,-
苏利亚大学,Universidad del Zulia,委内瑞拉,1401,-,-,-
里昂第二大学,"Lumière University, Lyon 2",法国,1001-1200,2197,-,-
库尔纳工程技术大学,Khulna University of Engineering and Technology (KUET),孟加拉国,1401,-,1001,-
玛琅州立大学,State University of Malang,印度尼西亚,1401,-,1501,-
顺化大学,Hue University,越南,1401,2016,1501,-
马普阿大学,Mapúa University,菲律宾,1401,-,1501,-
瓦莱拉克大学,Walailak University,泰国,1401,2005,1201,-
卢布林工业大学,Lublin University of Technology,波兰,1401,1976,1501,-
印度尼西亚阿特玛再也天主教大学,Atma Jaya Catholic University of Indonesia,印度尼西亚,1401,-,-,-
吉大港工程技术大学,Chittagong University of Engineering and Technology,孟加拉国,1401,-,1001,-
东西大学,East West University,孟加拉国,1401,-,-,-
库尔纳大学,Khulna University,孟加拉国,1401,-,1201,-
佩特拉基督教大学,Petra Christian University,印度尼西亚,1401,-,-,-
尼罗河大学,Nile University,埃及,1401,-,1201,-
苏丹再纳阿比丁大学,Universiti Sultan Zainal Abidin,马来西亚,1401,-,1001,-
吉隆坡伊斯兰大学,Universitas Syiah Kuala,印度尼西亚,1401,-,1501,-
俄罗斯赫尔岑国立师范大学,Herzen State Pedagogical University of Russia,俄罗斯联邦,1401,-,1501,-
玛哈沙拉堪大学,Mahasarakham University,泰国,1401,-,1501,-
门捷列夫化工大学,Mendeleev University of Chemical Technology,俄国,1401,-,1501,-
那黎宣大学,Naresuan University,泰国,1401,2157,1501,-
国立台北大学,National Taipei University,中国台湾,1401,-,1501,-
南方国立大学,Universidad Nacional del Sur,阿根廷,1401,1989,-,-
彼尔姆州立大学,Perm State University,俄国,1401,-,1501,-
立教大学,Rikkyo University,日本,1401,1330,1501,-
巴甫洛达尔国立大学,S. Toraighyrov Pavlodar State University,哈萨克斯坦,1401,-,-,-
萨卡里亚大学,Sakarya University,土耳其,1401,1284,1501,-
旧金山州立大学,San Francisco State University,美国,1401,1526,-,-
上海师范大学,Shanghai Normal University,中国,1401,972,1001,801
创价大学,Soka University,日本,1401,-,-,-
泰国艺术大学,Silpakorn University,泰国,1401,-,1501,-
崇实大学,Soongsil University,韩国,1401,1904,1201,-
Stefan cel Mare 苏恰瓦大,Stefan cel Mare University of Suceava,罗马尼亚,1401,-,1201,-
苏伊士运河大学,Suez Canal University,埃及,1401,653,1001,901
巴哈瓦尔布尔伊斯兰大学,The Islamia University of Bahawalpur,巴基斯坦,1401,737,801,-
国立研究型大学“别尔哥罗德国立大学”,The National Research University "Belgorod State University",俄国,1401,-,-,-
阿克德尼兹大学,Akdeniz Üniversitesi,土耳其,1401,1451,1201,-
阿纳多卢大学,Anadolu University,土耳其,1401,1534,1001,-
青山学院大学,Aoyama Gakuin University,日本,1401,-,1501,-
阿斯旺大学,Aswan University,埃及,1401,937,1001,-
下加利福尼亚州自治大学,Autonomous University of Baja California,墨西哥,1401,1917,1501,-
白俄罗斯国立信息与无线电电子大学,Belarusian State University of Informatics and Radioelectronics,白俄罗斯,1401,-,-,-
本哈大学,Benha University,埃及,1401,550,1001,-
中央密歇根大学,Central Michigan University,美国,1401,1296,1001,-
朝阳工业大学,Chaoyang University of Technology,中国台湾,1401,1651,1201,-
克利夫兰州立大学,Cleveland State University,美国,1401,1933,-,-
国立理工学校,Escuela Politécnica Nacional,厄瓜多尔,1401,1624,1501,-
北里奥格兰德州联邦大学,Universidade Federal do Rio Grande do Norte,巴西,1401,1001,1501,-
乌伯兰迪联邦大学,Federal University of Uberlândia,巴西,1401,1419,1201,-
哈珀亚当斯大学,Harper Adams University,英国,1401,-,-,-
弘益大学,Hongik University,韩国,1401,2130,1501,-
印度信息技术学院，阿拉哈巴德,"Indian Institute of Information Technology, Allahabad",印度,1401,-,-,-
伊斯坦布尔比尔吉大学,Istanbul Bilgi Üniversitesi,土耳其,1401,974,1501,-
贾米亚·哈姆达德大学,Jamia Hamdard,印度,1401,1098,801,-
喀山国立研究技术大学,Kazan National Research Technical University,俄国,1401,-,1501,-
近畿大学,Kindai University,日本,1401,1314,1201,701
里斯本大学学院,University Institute of Lisbon,葡萄牙,-,1267,601,-
比奥比奥大学,Universidad del Bio-Bio,智利,1401,1989,1501,-
塔什干信息技术大学,Tashkent University of Information Technologies,乌兹别克斯坦,1401,-,1501,-
马纳夫·拉赫纳国际研究所,Manav Rachna International Institute of Research and Studies,印度,1401,-,1201,-
巴东州立大学,Universitas Negeri Padang,印度尼西亚,1401,-,1501,-
美国国际大学-孟加拉国,American International University – Bangladesh,孟加拉国,1401,-,1201,-
拉杰沙希工程技术大学,Rajshahi University of Engineering and Technology,孟加拉国,1401,-,1201,-
莫拉图瓦大学,University of Moratuwa,斯里兰卡,1401,-,1501,-
岘港大学,University of Danang,越南,1401,2037,-,-
班加罗尔基督大学（视为大学）,"CHRIST (Deemed to be University), Bengaluru",印度,1401,-,-,-
孟加拉国独立大学,"Independent University,Bangladesh",孟加拉国,1401,-,-,-
北哈萨克斯坦M.科济巴耶夫大学,M. Kozybayev North Kazakhstan University,哈萨克斯坦,1401,-,-,-
塞米伊市沙卡里姆大学哈萨克斯坦,"Shakarim University of the City of Semey, Kazakhstan",哈萨克斯坦,1401,-,-,-
洪都拉斯中美洲理工大学 (UNITEC),Universidad Tecnológica Centroamericana (UNITEC) - Honduras,洪都拉斯,1401,-,-,-
东明大学,Tongmyong University,韩国,1401,-,-,-
的黎波里大学,University of Tripoli,利比亚,1401,-,-,-
贾达拉大学,Jadara University,约旦,1401,-,-,-
伯罗奔尼撒大学,University of the Peloponnese,希腊,-,-,-,-
帕夭大学,University of Phayao,泰国,-,-,1501,-
哈科特港大学,University of Port Harcourt,尼日利亚,-,-,1501,-
普里什蒂纳大学,University of Prishtina,科索沃,-,-,1501,-
雷瓦大学,REVA University,印度,-,-,1501,-
萨拉托夫国立医科大学,Saratov State Medical University,俄罗斯联邦,-,-,-,-
列舍特涅夫西伯利亚国立科技大学,Reshetnev Siberian State University of Science and Technology,俄罗斯联邦,-,-,1501,-
三佛齐大学,Universitas Sriwijaya,印度尼西亚,-,-,1501,-
巴伊亚州立大学,State University of Bahia,巴西,-,-,1501,-
苏丹穆莱·斯莱曼大学,Université Sultan Moulay Slimane,摩洛哥,-,-,1501,-
富山县立大学,Toyama Prefectural University,日本,-,-,1501,-
图拉州立大学,Tula State University,俄罗斯联邦,-,-,1501,-
乌法科技大学,Ufa University of Science and Technology,俄罗斯联邦,-,-,1501,-
