大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,所属院系网址,招生网址,专业网址,valid_response_count,consistency_type,consistency_detail,response_1,response_1_valid,response_2,response_2_valid,response_3,response_3_valid
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,College of Engineering,https://engineering.osu.edu,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,2,all_valid_same,All 2 valid responses are identical,,FALSE,"College of Engineering, https://engineering.osu.edu",TRUE,"College of Engineering, https://engineering.osu.edu",TRUE
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,College of Engineering,https://engineering.osu.edu,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,3,majority_valid_same,2 valid responses are identical,"Department of Industrial and Systems Engineering, https://ise.osu.edu",TRUE,"College of Engineering, https://engineering.osu.edu",TRUE,"College of Engineering, https://engineering.osu.edu",TRUE
"Ohio State University, Columbus",MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,College of Engineering,https://engineering.osu.edu,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise,3,all_valid_same,All 3 valid responses are identical,"College of Engineering, https://engineering.osu.edu",TRUE,"College of Engineering, https://engineering.osu.edu",TRUE,"College of Engineering, https://engineering.osu.edu",TRUE
"University of Maryland, College Park",MPS,Data Science ,计算机、数学与自然科学学院,College of Computer,https://cmns.umd.edu,https://gradschool.umd.edu/computermathematicalnatural-sciences/sads,https://cmns.umd.edu/graduate/science-academy/data-science/masters,3,majority_valid_same,2 valid responses are identical,"College of Computer, Mathematical, and Natural Sciences, https://cmns.umd.edu/",TRUE,"College of Computer, Mathematical, and Natural Sciences, https://cmns.umd.edu",TRUE,"College of Computer, Mathematical, and Natural Sciences, https://cmns.umd.edu",TRUE
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,College of Engineering,https://engineering.tamu.edu,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,3,all_valid_same,All 3 valid responses are identical,"College of Engineering, https://engineering.tamu.edu",TRUE,"College of Engineering, https://engineering.tamu.edu",TRUE,"College of Engineering, https://engineering.tamu.edu",TRUE
"Texas A&M University, College Station",MS,"Master of Science in Industrial Engineering, Data Science",工程学院,College of Engineering,https://engineering.tamu.edu,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html,3,all_valid_same,All 3 valid responses are identical,"College of Engineering, https://engineering.tamu.edu",TRUE,"College of Engineering, https://engineering.tamu.edu",TRUE,"College of Engineering, https://engineering.tamu.edu",TRUE
"Texas A&M University, College Station",MS,MS IN STATISTICAL DATA SCIENCE,文理学院,College of Arts & Sciences,https://artsci.tamu.edu,https://stat.tamu.edu/ms-statistics/statistics-ms-admissions/,https://artsci.tamu.edu/statistics/academics/graduate/index.html,3,majority_valid_same,2 valid responses are identical,"College of Arts & Sciences, https://artsci.tamu.edu",TRUE,"College of Arts & Sciences, https://artsci.tamu.edu",TRUE,"College of Arts & Sciences, https://artsci.tamu.edu/",TRUE
"Texas A&M University, College Station",MS,Master of Science in Data Science,文理学院,Texas A&M Institute of Data Science,https://tamids.tamu.edu,https://tamids.tamu.edu/academic-degrees/msds/admission-and-tuition/,https://tamids.tamu.edu/academic-degrees/msds/,2,all_valid_different,"All valid responses are different, randomly selected",Not found,FALSE,"Texas A&M Institute of Data Science, https://tamids.tamu.edu/",TRUE,"Texas A&M Institute of Data Science, https://tamids.tamu.edu",TRUE
Virginia Tech,MS,ata Analysis + Applied Statistics,理学院,College of Science,https://www.science.vt.edu,https://www.stat.vt.edu/academics/graduate/graduate-admissions.html,https://www.stat.vt.edu/academics/graduate/daas-blacksburg.html,3,all_valid_same,All 3 valid responses are identical,"College of Science, https://www.science.vt.edu",TRUE,"College of Science, https://www.science.vt.edu",TRUE,"College of Science, https://www.science.vt.edu",TRUE
Lehigh University,MS,"M.S., Data Science",工程与应用科学学院,P.C. Rossin College of Engineering & Applied Science,https://engineering.lehigh.edu,https://engineering.lehigh.edu/datascience/academics/admissions-ms-data-science-program,https://engineering.lehigh.edu/datascience/academics/masters-science,3,all_valid_same,All 3 valid responses are identical,"P.C. Rossin College of Engineering & Applied Science, https://engineering.lehigh.edu",TRUE,"P.C. Rossin College of Engineering & Applied Science, https://engineering.lehigh.edu",TRUE,"P.C. Rossin College of Engineering & Applied Science, https://engineering.lehigh.edu",TRUE
University of Rochester,MS,Data Science,文理学院,Goergen Institute for Data Science and Artificial Intelligence,https://www.sas.rochester.edu/dsc/,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms.html,2,all_valid_different,"All valid responses are different, randomly selected","Goergen Institute for Data Science and Artificial Intelligence, https://www.sas.rochester.edu/dsc/",TRUE,"School of Arts and Sciences, https://www.rochester.edu/college/arts-sciences/",TRUE,,FALSE
University of Rochester,MS,MS in Data Science—Genomics Track,文理学院,Goergen Institute for Data Science and Artificial Intelligence,https://www.sas.rochester.edu/dsc/,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms-genomics.html,1,single_valid_response,Only one valid response,,FALSE,"Goergen Institute for Data Science and Artificial Intelligence, https://www.sas.rochester.edu/dsc/",TRUE,"The browsed pages indicate that the program is housed within the ""Goergen Institute for Data Science and Artificial Intelligence"".
Both pages also clearly state that the Goergen Institute is under the ""Hajim School of Engineering & Applied Sciences"".

Looking at the footer of the browsed pages, under ""Schools & divisions"", ""Hajim School of Engineering"" is listed.
The URL for the Goergen Institute is `https://www.sas.rochester.edu/dsc/` which is a sub-domain of `sas.rochester.edu`. This indicates that `sas.rochester.edu` is likely the School of Arts & Sciences.

Let's check the URL for the Hajim School of Engineering & Applied Sciences from the browsed pages. The program is within the Goergen Institute for Data Science and Artificial Intelligence which is under the Hajim School of Engineering & Applied Sciences.

Let's look for the official homepage for the ""Hajim School of Engineering & Applied Sciences"". The browsed pages show a link for ""Hajim School of Engineering & Applied Sciences"" at the top of the page. The `sas.rochester.edu` domain seems to be for ""School of Arts & Sciences"".

I will check the ""Schools & divisions"" section again in the footer. It lists ""Hajim School of Engineering"". I need to find the homepage URL for that school.
Since the current URL `https://www.sas.rochester.edu` is for the ""School of Arts & Sciences"" and not the ""Hajim School of Engineering & Applied Sciences"", I should search for the Hajim School's homepage.

Let's search for ""University of Rochester Hajim School of Engineering & Applied Sciences site:.edu"" to find its homepage.",FALSE
University of Georgia,MS,MS in Data Science,文理学院,School of Computing,https://www.cs.uga.edu/,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,2,all_valid_different,"All valid responses are different, randomly selected","School of Computing, https://www.cs.uga.edu/",TRUE,"School of Computing, https://www.franklin.uga.edu/departments/computing",TRUE,,FALSE
University of Georgia,MS,MS in Data Science,文理学院,School of Computing,https://www.cs.uga.edu,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,3,all_valid_different,"All valid responses are different, randomly selected","Franklin College of Arts and Sciences, https://franklin.uga.edu/",TRUE,"Franklin College of Arts and Sciences, https://franklin.uga.edu",TRUE,"School of Computing, https://www.cs.uga.edu",TRUE
University of Georgia,MS,MS in Data Science,文理学院,Franklin College of Arts and Sciences,https://www.franklin.uga.edu,https://www.stat.uga.edu/prospective-graduate-students-0,https://www.stat.uga.edu/masters-degree-data-science,3,majority_valid_same,2 valid responses are identical,"Franklin College of Arts and Sciences, https://www.franklin.uga.edu",TRUE,"School of Computing, https://cs.uga.edu/",TRUE,"Franklin College of Arts and Sciences, https://www.franklin.uga.edu",TRUE
Northeastern University（Boston）,MS,Align DATA SCIENCE,计算机科学学院,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://www.khoury.northeastern.edu/programs/align-masters-of-science-in-data-science/,3,majority_valid_same,2 valid responses are identical,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu/",TRUE,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu/",TRUE,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",TRUE
Northeastern University（Boston）,MS,Align DATA SCIENCE,计算机科学学院,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu/,https://www.khoury.northeastern.edu/apply/align-how-to-apply/,https://www.khoury.northeastern.edu/programs/align-masters-of-science-in-data-science/,2,all_valid_different,"All valid responses are different, randomly selected","Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",TRUE,"The browsed pages confirm that the ""MS Align Data Science"" program is housed within the ""Khoury College of Computer Sciences"" at Northeastern University. The official homepage for the college is `https://www.khoury.northeastern.edu`.

Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",FALSE,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu/",TRUE
Northeastern University（Boston）,MS,DATA SCIENCE,计算机科学学院,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu,https://www.khoury.northeastern.edu/apply/masters-apply/,https://www.khoury.northeastern.edu/programs/data-science-ms/,3,majority_valid_same,2 valid responses are identical,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",TRUE,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",TRUE,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu/",TRUE
Northeastern University（Boston）,MS,DATA SCIENCE,计算机科学学院,Khoury College of Computer Sciences,https://www.khoury.northeastern.edu,https://www.khoury.northeastern.edu/apply/masters-apply/,https://www.khoury.northeastern.edu/programs/data-science-ms/,3,all_valid_same,All 3 valid responses are identical,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",TRUE,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",TRUE,"Khoury College of Computer Sciences, https://www.khoury.northeastern.edu",TRUE
