大学排名,大学名称,大学英文名称,所在城市,专业中文名称,学位,专业英文名称,所属院系,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址
43,波士顿大学,Boston University,"Boston, MA",计算机信息系统、数据库管理和商业智能专业硕士,MS,"MS in Computer Information Systems, Database Management & Business Intelligence Concentration",Metropolitan College,专注于数据库管理和商业智能，培养设计和实施运营数据库的技能和经验——以及用于管理企业的数据仓库、数据挖掘和相关商业智能技术——为你做好准备各种有回报的职业轨道，包括一些被劳工统计局预测的就业增长速度快于平均水平的职业轨道：管理分析师、运筹学分析师和数据库管理员。,,$85 ,秋季、春季、夏季,秋季：6月 1 日、春季： 10月 15 日、夏季：2 月 1 5日,要求,84，阅读21、听力18、口语23、写作22,6.5，小分不低于6.5,不要求,不要求,本质是兼职课程，但国际学生可以通过申请全日制课程，获取学生签证,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-information-systems-database-management-business-intelligence/
43,波士顿大学,Boston University,"Boston, MA",计算机科学硕士，数据分析专业,MS,"MS in Computer Science, Data Analytics Concentration",Metropolitan College,注于数据分析，比传统的数据分析研究生课程更加以职业为中心，并提供对数据库系统、数据挖掘工具、数据可视化工具和云服务的广泛接触。学生将学习概率论、统计分析方法和工具、如何生成相关的数据可视化表示，以及数据挖掘、文本挖掘和网络挖掘的概念和技术。,,$85 ,秋季、春季、夏季,秋季：6月 1 日、春季： 10月 15 日、夏季：2 月 1 5日,要求,84，阅读21、听力18、口语23、写作22,6.5，小分不低于6.5,不要求,不要求,本质是兼职课程，但国际学生可以通过申请全日制课程，获取学生签证,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.bu.edu/met/admissions/apply-now-graduate/,https://www.bu.edu/met/degrees-certificates/ms-computer-science-data-analytics/
43,俄亥俄州立大学,"Ohio State University, Columbus","Columbus, OH",工业和系统工程（数据分析和优化）,MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,旨在为学生提供分析，数据科学，计算机科学和优化方法方面的强大背景。毕业生将准备好使用管理、可视化和从大数据中提取有用信息所必需的关键工具集，以及用于建模、模拟、优化和决策分析的强大技能集，以支持有效的数据驱动决策。,,$70 ,秋季,11月30日；1月1日,3.2,79,7,要求，最低Q166+V153+4.5,不接受,申请人通常具有工业工程、计算机科学、电气工程、运筹学、数学或统计学的背景。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise
43,俄亥俄州立大学,"Ohio State University, Columbus","Columbus, OH",工业和系统工程（数据分析和优化）,MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,旨在为学生提供分析，数据科学，计算机科学和优化方法方面的强大背景。毕业生将准备好使用管理、可视化和从大数据中提取有用信息所必需的关键工具集，以及用于建模、模拟、优化和决策分析的强大技能集，以支持有效的数据驱动决策。,,$70 ,夏季,2月1日,3.2,79,7,要求，最低Q166+V153+4.5,不接受,优先考虑具有任何工程学科、数据分析、计算机科学、数学、统计学或科学本科学位,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise
43,俄亥俄州立大学,"Ohio State University, Columbus","Columbus, OH",工业和系统工程（数据分析和优化）,MS,Industrial and Systems Engineering（Data Analytics and Optimization）,工程学院,旨在为学生提供分析，数据科学，计算机科学和优化方法方面的强大背景。毕业生将准备好使用管理、可视化和从大数据中提取有用信息所必需的关键工具集，以及用于建模、模拟、优化和决策分析的强大技能集，以支持有效的数据驱动决策。,,$70 ,春季,10月1日,3.2,79,7,要求，最低Q166+V153+4.5,不接受,优先考虑具有任何工程学科、数据分析、计算机科学、数学、统计学或科学本科学位,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gpadmissions.osu.edu/programs/program.aspx?prog=0120#&&tab=apply,https://ise.osu.edu/graduate-program/graduate-study-programs-ise
46,马里兰大学学院公园分校,"University of Maryland, College Park","College Park, MD",数据科学,MPS,Data Science ,计算机、数学与自然科学学院,,,$75 ,秋季,2月28日,3,96，口语22、听力24，阅读26，写作24；低于以上分数需要参加课前语言,7.0，口语6.5，其余小分7.0；低于以上分数需要参加课前语言,可选,不接受,项目本身是兼职课程，晚间授课，可以提供全日制选项,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradschool.umd.edu/computermathematicalnatural-sciences/sads,https://cmns.umd.edu/graduate/science-academy/data-science/masters
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",工业工程理学硕士， 数据科学,MS,"Master of Science in Industrial Engineering, Data Science",工程学院,,,$148 ,秋季,3月1日,3.0，首选3.25,80,6,要求,不接受,"大多数入学学生拥有工程领域的学士或硕士学位，但也可以接受其他学科的学位，例如商业、管理或工程技术，前提是已修读或与研究生学习同时修读以下课程材料。这些是推荐的，不是必需的。

两门工程微积分课程
一门线性代数课程
一门额外的数学课程，需要第一学期的微积分作为先决条件
一门工程力学或微积分物理学课程
一门基于微积分的概率和统计课程
一门计算机编程课程",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",工业工程理学硕士， 数据科学,MS,"Master of Science in Industrial Engineering, Data Science",工程学院,,,$148 ,春季,9月1日,3.0，首选3.25,80,6,要求,不接受,"大多数入学学生拥有工程领域的学士或硕士学位，但也可以接受其他学科的学位，例如商业、管理或工程技术，前提是已修读或与研究生学习同时修读以下课程材料。这些是推荐的，不是必需的。

两门工程微积分课程
一门线性代数课程
一门额外的数学课程，需要第一学期的微积分作为先决条件
一门工程力学或微积分物理学课程
一门基于微积分的概率和统计课程
一门计算机编程课程",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://engineering.tamu.edu/industrial/admission-and-aid/graduate-admissions/index.html,https://engineering.tamu.edu/industrial/academics/degrees/graduate/ms-ie.html
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",统计数据科学,MS,MS IN STATISTICAL DATA SCIENCE,文理学院,MS 计划的目的是提供统计方法、计算统计和统计理论方面的全面和平衡的培训。该计划保持足够的灵活性，以允许学生发展自己的特定兴趣。,,$114 ,秋季,1月31日,3,80,6,不要求，25年最新政策请见招生网址,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://stat.tamu.edu/ms-statistics/statistics-ms-admissions/,https://artsci.tamu.edu/statistics/academics/graduate/index.html
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",数据科学理学硕士,MS,Master of Science in Data Science,文理学院,核心课程包括数据科学的数学基础、数据科学的统计基础、数据挖掘和分析以及大数据中使用的数据库和计算工具。,,$114 ,秋季, 1 月 31 日,3.0，推荐3.5,80,6,可选,不接受,"申请者在注册该计划之前需要完成一定的课程工作： 

数学：微积分和线性代数
统计学：大学水平的统计学概论
至少具有以下一种语言的编程经验：R、Python、C++。 
具有数学、统计学、计算机科学、电气工程、工业工程或类似领域学士学位的申请人应具有足够的背景。",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://tamids.tamu.edu/academic-degrees/msds/admission-and-tuition/,https://tamids.tamu.edu/academic-degrees/msds/
47,弗吉尼亚理工学院,Virginia Tech,"Blacksburg, VA",数据分析+应用统计,MS,ata Analysis + Applied Statistics,理学院,,,$75 ,秋季,1月15日,3,90，小分不低于20,6.5,25年不要求，但建议提交,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.stat.vt.edu/academics/graduate/graduate-admissions.html,https://www.stat.vt.edu/academics/graduate/daas-blacksburg.html
47,里海大学,Lehigh University,"Bethlehem, PA",数据科学,MS,"M.S., Data Science",工程与应用科学学院,数据科学计划为想要发展该技能的人提供数据科学技能和工具，即使他们没有计算机科学或统计学背景。未来的学生需要扎实的数学基础和一些计算机科学的基础培训，但不需要事先的数据科学课程。,12个月,$50 ,秋季,4 月 1 日,3,79，R20\L15\S20\W20,6.5，R6.5\L6.0\S6.5\W6.0,不要求，25年最新政策请见招生网址,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://engineering.lehigh.edu/datascience/academics/admissions-ms-data-science-program,https://engineering.lehigh.edu/datascience/academics/masters-science
47,罗切斯特大学,University of Rochester,"Rochester, NY",数据科学,MS,Data Science,文理学院,课程包括数据挖掘，数据库系统，统计学，人工智能和机器学习方面的课程和研究经验。,1-1.5年,$70 ,秋季,1月5日；2月15日,要求,100,7,可选,不接受,STEM领域的学士学位是首选，但不是必需的。未来的学生应该通过基础微积分具有本科数学经验，但不需要大学水平的统计学或数据分析。未来的学生还应该有一些编程经验。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms.html
47,罗切斯特大学,University of Rochester,"Rochester, NY",数据科学硕士 - 基因组学方向,MS,MS in Data Science—Genomics Track,文理学院,涵盖数据科学和基因组学的理论和应用方面。该教育计划包括培养基础数据科学概念、计算生物学和基因组学能力的核心组成部分, 19 个月,$70 ,秋季,1月5日；2月15日,要求,100,7,可选,不接受,STEM领域的学士学位是首选，但不是必需的。未来的学生应该通过基础微积分具有本科数学经验，但不需要大学水平的统计学或数据分析。未来的学生还应该有一些编程经验。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.sas.rochester.edu/dsc/graduate/apply.html,https://www.sas.rochester.edu/dsc/graduate/ms-genomics.html
