排名,大学名称,大学英文名称,所在城市,专业中文名称,专业英文名称,所属院系,所属院系（英文）,所属院系网址,学位,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",计算数学,Computational Math,文理学院,College of Arts and Sciences,https://artsandsciences.tamu.edu/,MS,,,$114 ,秋季,5月15日,要求,80,6,要求，科目成绩根据申请人个性化要求,不接受,除了本科线性代数和微分方程外，我们通常会寻找接触过抽象数学概念的学生；最好是代数和分析的结合。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",工业数学,Industrial Math,文理学院,College of Arts & Sciences,https://www.liberalarts.tamu.edu/,MS,,,$114 ,秋季,5月15日,要求,80,6,要求，科目成绩根据申请人个性化要求,不接受,除了本科线性代数和微分方程外，我们通常会寻找接触过抽象数学概念的学生；最好是代数和分析的结合。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",数学生物学,Math Biology,文理学院,College of Arts & Sciences,https://artsci.tamu.edu/,MS,,,$114 ,秋季,5月15日,要求,80,6,要求，科目成绩根据申请人个性化要求,不接受,除了本科线性代数和微分方程外，我们通常会寻找接触过抽象数学概念的学生；最好是代数和分析的结合。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",数学, Mathematics,文理学院,College of Arts & Sciences,https://artsandsciences.tamu.edu,MS,,,$114 ,春季,9月15日,要求,80,6,要求，科目成绩根据申请人个性化要求,不接受,除了本科线性代数和微分方程外，我们通常会寻找接触过抽象数学概念的学生；最好是代数和分析的结合。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",计算数学,Computational Math,文理学院,College of Arts & Sciences,https://www.liberalarts.tamu.edu/,MS,,,$114 ,春季,9月15日,要求,80,6,要求，科目成绩根据申请人个性化要求,不接受,除了本科线性代数和微分方程外，我们通常会寻找接触过抽象数学概念的学生；最好是代数和分析的结合。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",工业数学,Industrial Math,文理学院,College of Arts & Sciences,https://artsci.tamu.edu,MS,,,$114 ,春季,9月15日,要求,80,6,要求，科目成绩根据申请人个性化要求,不接受,除了本科线性代数和微分方程外，我们通常会寻找接触过抽象数学概念的学生；最好是代数和分析的结合。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/
47,德州农工大学,"Texas A&M University, College Station","College Station, TX",数学生物学,Math Biology,文理学院,College of Arts & Sciences,https://www.artsandsciences.tamu.edu/,MS,,,$114 ,春季,9月15日,要求,80,6,要求，科目成绩根据申请人个性化要求,不接受,除了本科线性代数和微分方程外，我们通常会寻找接触过抽象数学概念的学生；最好是代数和分析的结合。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.tamu.edu/graduate/masters/appinfo-ms.html,https://www.math.tamu.edu/graduate/
47,弗吉尼亚理工学院,Virginia Tech,"Blacksburg, VA",数学,Mathematics,理学院,College of Science,https://www.science.vt.edu,PHD,偏微分方程（应用），数学物理，数值计算，控制和系统理论，代数和数论。,,$75 ,秋季,1月1 日 ,3,90，小分不低于20,6.5,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.vt.edu/grad-math/grad-app-guidelines.html,https://math.vt.edu/grad-math.html
47,弗吉尼亚理工学院,Virginia Tech,"Blacksburg, VA",数学,Mathematics ,理学院,College of Science,https://www.science.vt.edu/,MS,,,$75 ,秋季,1月1 日 ,3,90，小分不低于20,6.5,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.vt.edu/grad-math/grad-app-guidelines.html,https://math.vt.edu/grad-math.html
47,里海大学,Lehigh University,"Bethlehem, PA",数学,Mathematics,文理学院,College of Arts and Sciences,https://cas.lehigh.edu,Ph.D,,5 - 7 年,$75,秋季,1月1日,3,85，R21\L15\S24\W25,6.5，R6.5\L6.0\S7.5\W6.5,强烈建议，包括数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cas.lehigh.edu/grad-program/mathematics,https://math.cas.lehigh.edu/graduate-programs-mathematics
47,里海大学,Lehigh University,"Bethlehem, PA",数学,Mathematics,文理学院,College of Arts and Sciences,https://cas.lehigh.edu,MS,,,$75,秋季,1月1日,3,85，R21\L15\S24\W25,6.5，R6.5\L6.0\S7.5\W6.5,强烈建议，包括数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cas.lehigh.edu/grad-program/mathematics,https://math.cas.lehigh.edu/graduate-programs-mathematics
47,里海大学,Lehigh University,"Bethlehem, PA",应用数学,Applied Mathematics,文理学院,College of Arts and Sciences,https://cas.lehigh.edu,MS,,,$75,秋季,1月1日,3,85，R21\L15\S24\W25,6.5，R6.5\L6.0\S7.5\W6.5,强烈建议，包括数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cas.lehigh.edu/grad-program/mathematics,https://math.cas.lehigh.edu/graduate-programs-mathematics
47,里海大学,Lehigh University,"Bethlehem, PA",应用数学,Applied Mathematics,文理学院,College of Arts and Sciences,https://cas.lehigh.edu,Ph.D,,5 - 7 年,$75,秋季,1月1日,3,85，R21\L15\S24\W25,6.5，R6.5\L6.0\S7.5\W6.5,强烈建议，包括数学科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cas.lehigh.edu/grad-program/mathematics,https://math.cas.lehigh.edu/graduate-programs-mathematics
47,罗切斯特大学,University of Rochester,"Rochester, NY",数学,Mathematics,文理学院,School of Arts & Sciences,https://www.sas.rochester.edu,Ph.D,"在以下领域拥有活跃的研究小组：

代数和数论
分析
组合学
几何学
概率，遍历理论，数学物理
拓扑",,$70,秋季,1月5日,要求,100，口语21,,可选，科目考试可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.sas.rochester.edu/mth/graduate/apply.html,https://www.sas.rochester.edu/mth/graduate/index.html
47,维克森林大学,Wake Forest University,"Winston-Salem, NC",数学 , Mathematics (MA),文理研究生院,Graduate School of Arts & Sciences,https://gradschool.wfu.edu/,MA,代数，拓扑学，数论，组合学，微分方程，分析，医学和生物学应用以及科学计算; 统计气候学，环境和生态统计，贝叶斯建模和计算，随机过程和网络分析，统计学应用于社会科学和生物学。,,$80,秋季,1月15日,3,79,6.5,可选，建议300+4.0,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.wfu.edu/prospective-students/,https://math.wfu.edu/grad-program-description/
47,佐治亚大学,University of Georgia,"Athens, GA",数学,Mathematics,文理学院,Franklin College of Arts and Sciences,https://www.franklin.uga.edu,MA,为拥有数学学士学位的学生提供一个机会，以扩大他们在数学及其应用的多个领域的知识。该计划将为学生在大专教学或在商业、政府或行业的职业生涯做好准备。,,$100,秋季,1月1日；4月15日,3,80，写作口语不低于20,6.5，小分不低于6,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.uga.edu/how-apply,https://www.math.uga.edu/ma-degree-mathematics
47,佐治亚大学,University of Georgia,"Athens, GA",数学,Mathematics,文理学院,Franklin College of Arts and Sciences,https://franklin.uga.edu,PHD,,,$100,秋季,1月1日；4月15日,3,80，写作口语不低于20,6.5，小分不低于6,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.uga.edu/how-apply,https://www.math.uga.edu/phd-degree-mathematics
47,佐治亚大学,University of Georgia,"Athens, GA",应用数学科学硕士,Master of Applied Mathematical Sciences,文理学院,Franklin College of Arts and Sciences,https://www.franklin.uga.edu/,MS,专为寻求广泛应用计算/定量方法培训的学生而设计，为商业、政府或行业的专业就业做准备。,,$100,秋季,1月1日；4月15日,3,80，写作口语不低于20,6.5，小分不低于6,不要求,不接受,需满足先修课程要求，请见招生网址,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.math.uga.edu/how-apply,https://www.math.uga.edu/master-applied-mathematical-sciences-mams
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",数学博士,Math ,科学学院,College of Science,https://cos.northeastern.edu,PHD,数学博士学位旨在培养对数学的深刻理解，并提供专注于纯数学，离散数学以及概率和统计的机会。,,$100,秋季,12月1日；3月15日,要求,要求,接受,不要求，推荐GRE科目考试,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/connected-science-community-and-mathematics-phd-program/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",应用数学,Applied Math,科学学院,College of Science,https://cos.northeastern.edu,MS,学生可以选择参加提供的两个方向之一：数据科学或课程作业。允许学生通过更深入的数据科学或其他感兴趣的领域知识来个性化他们的教育。,1-2年,$100,秋季,7月1日,要求,要求,接受,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",应用数学,Applied Math,科学学院,College of Science,https://cos.northeastern.edu,MS,学生可以选择参加提供的两个方向之一：数据科学或课程作业。允许学生通过更深入的数据科学或其他感兴趣的领域知识来个性化他们的教育。,1-2年,$100,春季,11月1日,要求,要求,接受,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://cos.northeastern.edu/master-of-science-applied-mathematics/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",数学 ,Math ,科学学院,College of Science,https://cos.northeastern.edu,MS,提高学生对数学理论及其应用的知识。该计划旨在为毕业生将数学应用于广泛的学科做好准备，包括商业，工业或政府，或进一步攻读研究生以获得博士学位。,2年,$100,秋季,7月1日,要求,要求,接受,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://catalog.northeastern.edu/graduate/science/mathematics/mathematics-ms/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",数学 ,Math ,科学学院,College of Science,https://cos.northeastern.edu,MS,提高学生对数学理论及其应用的知识。该计划旨在为毕业生将数学应用于广泛的学科做好准备，包括商业，工业或政府，或进一步攻读研究生以获得博士学位。,2年,$100,春季,11月1日,要求,要求,接受,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://catalog.northeastern.edu/graduate/science/mathematics/mathematics-ms/
53,东北大学（波士顿校区）,Northeastern University（Boston）,"Boston, MA",数学—运筹学,Math  Operations Research,科学学院,College of Science,https://cos.northeastern.edu,MS,教授学生如何使用优化和统计方法开发和解决系统的数学和计算机模型。,2年,$100,秋季,7月1日,要求,要求,接受,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://cos.northeastern.edu/admissions/graduate-programs/how-to-apply/,https://catalog.northeastern.edu/graduate/science/mathematics/msor/
